;conc;compound;cbkid;site;plateWell;Count_nuclei;ObjectNumber_cells
10019;1.0;Dabraf;Dabrafenib;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L13;228.0;90.5
10020;1.0;Dabraf;Dabrafenib;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L13;229.0;77.0
10021;1.0;Dabraf;Dabrafenib;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L13;85.0;34.5
10022;0.333;ABT-73;ABT-737;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L14;142.0;61.0
10023;0.333;ABT-73;ABT-737;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L14;142.0;57.0
10024;0.333;ABT-73;ABT-737;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L14;223.0;80.0
10025;0.333;ABT-73;ABT-737;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L14;167.0;57.0
10026;0.333;ABT-73;ABT-737;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L14;297.0;116.0
10027;0.333;ABT-73;ABT-737;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L14;185.0;77.0
10028;0.333;ABT-73;ABT-737;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L14;241.0;98.0
10029;0.333;ABT-73;ABT-737;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L14;292.0;108.0
10030;0.333;ABT-73;ABT-737;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L14;222.0;77.5
10031;0.0333;Nutlin;Nutlin-3;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L15;121.0;35.0
10032;0.0333;Nutlin;Nutlin-3;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L15;132.0;52.0
10033;0.0333;Nutlin;Nutlin-3;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L15;125.0;58.5
10034;0.0333;Nutlin;Nutlin-3;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L15;197.0;83.0
10035;0.0333;Nutlin;Nutlin-3;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L15;213.0;84.0
10036;0.0333;Nutlin;Nutlin-3;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L15;183.0;70.0
10037;0.0333;Nutlin;Nutlin-3;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L15;168.0;70.5
10038;0.0333;Nutlin;Nutlin-3;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L15;304.0;102.5
10039;0.0333;Nutlin;Nutlin-3;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L15;192.0;81.0
10040;0.0333;SB2167;SB216763;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L16;265.0;105.5
10041;0.0333;SB2167;SB216763;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L16;258.0;93.5
10042;0.0333;SB2167;SB216763;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L16;233.0;97.0
10043;0.0333;SB2167;SB216763;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L16;247.0;94.5
10044;0.0333;SB2167;SB216763;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L16;172.0;64.0
10045;0.0333;SB2167;SB216763;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L16;176.0;61.0
10046;0.0333;SB2167;SB216763;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L16;152.0;50.0
10047;0.0333;SB2167;SB216763;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L16;108.0;37.5
10048;0.0333;SB2167;SB216763;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L16;195.0;65.0
10049;1.0;tricir;triciribine;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L17;149.0;54.0
10050;1.0;tricir;triciribine;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L17;170.0;64.0
10051;1.0;tricir;triciribine;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L17;73.0;28.5
10052;1.0;tricir;triciribine;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L17;143.0;46.0
10053;1.0;tricir;triciribine;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L17;182.0;78.5
10054;1.0;tricir;triciribine;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L17;103.0;45.0
10055;1.0;tricir;triciribine;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L17;25.0;11.5
10056;2.5;[berb];[berb];1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L18;101.0;38.5
10057;2.5;[berb];[berb];2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L18;159.0;70.0
10058;2.5;[berb];[berb];3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L18;175.0;59.0
10059;2.5;[berb];[berb];4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L18;149.0;59.0
10060;2.5;[berb];[berb];5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L18;229.0;94.0
10061;2.5;[berb];[berb];6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L18;137.0;51.0
10062;2.5;[berb];[berb];7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L18;234.0;86.0
10063;2.5;[berb];[berb];8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L18;88.0;40.0
10064;2.5;[berb];[berb];9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L18;110.0;36.0
10065;0.00833;Ruxoli;Ruxolitinib;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L19;131.0;56.0
10066;0.00833;Ruxoli;Ruxolitinib;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L19;177.0;73.5
10067;0.00833;Ruxoli;Ruxolitinib;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L19;160.0;58.0
10068;0.00833;Ruxoli;Ruxolitinib;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L19;156.0;65.0
10069;0.00833;Ruxoli;Ruxolitinib;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L19;253.0;111.0
10070;0.00833;Ruxoli;Ruxolitinib;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L19;120.0;48.0
10071;0.00833;Ruxoli;Ruxolitinib;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L19;37.0;15.0
10072;0.00833;Ruxoli;Ruxolitinib;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L19;100.0;37.0
10073;0.00833;Ruxoli;Ruxolitinib;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L19;195.0;69.5
10074;0.1;[dmso];[dmso];1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L20;166.0;73.0
10075;0.1;[dmso];[dmso];2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L20;158.0;55.0
10076;0.1;[dmso];[dmso];3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L20;99.0;37.5
10077;0.1;[dmso];[dmso];4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L20;183.0;70.0
10078;0.1;[dmso];[dmso];5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L20;170.0;60.0
10079;0.1;[dmso];[dmso];6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L20;136.0;59.0
10080;0.1;[dmso];[dmso];7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L20;198.0;72.5
10081;0.1;[dmso];[dmso];8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L20;202.0;65.0
10082;0.1;[dmso];[dmso];9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L20;118.0;46.5
10083;0.0333;Velipa;Veliparib;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L21;175.0;64.5
10084;0.0333;Velipa;Veliparib;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L21;218.0;100.0
10085;0.0333;Velipa;Veliparib;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L21;177.0;67.0
10086;0.0333;Velipa;Veliparib;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L21;163.0;69.0
10087;0.0333;Velipa;Veliparib;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L21;159.0;68.5
10088;0.0333;Velipa;Veliparib;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L21;162.0;69.0
10089;0.0333;Velipa;Veliparib;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L21;179.0;68.0
10090;0.0333;Velipa;Veliparib;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L21;91.0;22.5
10091;0.0333;Velipa;Veliparib;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L21;80.0;21.0
10092;0.0333;Abemac;Abemaciclib ;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L22;214.0;79.0
10093;0.0333;Abemac;Abemaciclib ;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L22;137.0;57.0
10094;0.0333;Abemac;Abemaciclib ;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L22;16.0;2.0
10095;0.0333;Abemac;Abemaciclib ;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L22;186.0;57.5
10096;0.0333;Abemac;Abemaciclib ;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L22;199.0;84.0
10097;0.0333;Abemac;Abemaciclib ;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L22;99.0;34.0
10098;0.0333;Abemac;Abemaciclib ;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L22;133.0;56.0
10099;0.0333;Abemac;Abemaciclib ;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L22;69.0;22.5
10100;0.0333;Abemac;Abemaciclib ;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L22;77.0;23.0
10101;0.333;Abemac;Abemaciclib ;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L23;164.0;67.5
10102;0.333;Abemac;Abemaciclib ;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L23;118.0;43.0
10103;0.333;Abemac;Abemaciclib ;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L23;84.0;35.0
10104;0.333;Abemac;Abemaciclib ;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L23;131.0;49.5
10105;0.333;Abemac;Abemaciclib ;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L23;60.0;22.5
10106;0.333;Abemac;Abemaciclib ;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L23;96.0;33.0
10107;0.333;Abemac;Abemaciclib ;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L23;146.0;61.5
10108;0.333;Abemac;Abemaciclib ;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L23;109.0;41.5
10109;0.333;Abemac;Abemaciclib ;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_L23;95.0;30.5
10110;0.333;Abemac;Abemaciclib ;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M02;57.0;23.0
10111;0.333;Abemac;Abemaciclib ;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M02;157.0;54.0
10112;0.333;Abemac;Abemaciclib ;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M02;128.0;52.0
10113;0.333;Abemac;Abemaciclib ;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M02;26.0;17.5
10114;0.333;Abemac;Abemaciclib ;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M02;39.0;15.5
10115;0.333;Abemac;Abemaciclib ;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M02;62.0;26.0
10116;0.333;Abemac;Abemaciclib ;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M02;37.0;12.0
10117;0.333;Abemac;Abemaciclib ;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M02;47.0;23.0
10118;0.333;Abemac;Abemaciclib ;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M02;50.0;18.0
10119;0.0333;SB5051;SB505124;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M03;48.0;21.5
10120;0.0333;SB5051;SB505124;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M03;81.0;30.0
10121;0.0333;SB5051;SB505124;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M03;85.0;34.0
10122;0.0333;SB5051;SB505124;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M03;54.0;24.0
10123;0.0333;SB5051;SB505124;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M03;36.0;19.0
10124;0.0333;SB5051;SB505124;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M03;58.0;19.5
10125;0.0333;SB5051;SB505124;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M03;16.0;7.0
10126;0.0333;SB5051;SB505124;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M03;38.0;15.5
10127;0.0333;SB5051;SB505124;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M03;53.0;27.0
10128;2.5;[berb];[berb];1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M04;77.0;36.0
10129;2.5;[berb];[berb];2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M04;55.0;19.0
10130;2.5;[berb];[berb];3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M04;92.0;38.0
10131;2.5;[berb];[berb];4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M04;100.0;32.5
10132;2.5;[berb];[berb];5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M04;80.0;33.5
10133;2.5;[berb];[berb];6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M04;108.0;42.0
10134;2.5;[berb];[berb];7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M04;48.0;20.0
10135;2.5;[berb];[berb];8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M04;88.0;33.0
10136;2.5;[berb];[berb];9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M04;78.0;31.5
10137;1.0;ABT-73;ABT-737;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M05;229.0;82.0
10138;1.0;ABT-73;ABT-737;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M05;172.0;64.0
10139;1.0;ABT-73;ABT-737;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M05;55.0;29.0
10140;1.0;ABT-73;ABT-737;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M05;100.0;41.0
10141;1.0;ABT-73;ABT-737;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M05;62.0;16.0
10142;1.0;ABT-73;ABT-737;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M05;98.0;30.0
10143;1.0;ABT-73;ABT-737;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M05;55.0;14.0
10144;1.0;ABT-73;ABT-737;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M05;59.0;22.0
10145;1.0;ABT-73;ABT-737;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M05;22.0;7.0
10146;0.333;MK-177;MK-1775;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M06;49.0;19.0
10147;0.333;MK-177;MK-1775;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M06;60.0;23.0
10148;0.333;MK-177;MK-1775;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M06;54.0;19.0
10149;0.333;MK-177;MK-1775;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M06;64.0;22.0
10150;0.333;MK-177;MK-1775;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M06;77.0;31.0
10151;0.333;MK-177;MK-1775;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M06;34.0;11.0
10152;0.333;MK-177;MK-1775;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M06;65.0;19.0
10153;0.333;MK-177;MK-1775;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M06;55.0;19.0
10154;0.333;MK-177;MK-1775;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M06;27.0;11.0
10155;1.0;Vinore;Vinorelbine;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M07;27.0;12.5
10156;1.0;Vinore;Vinorelbine;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M07;23.0;12.5
10157;1.0;Vinore;Vinorelbine;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M07;19.0;10.0
10158;1.0;Vinore;Vinorelbine;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M07;33.0;14.0
10159;1.0;Vinore;Vinorelbine;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M07;37.0;16.0
10160;1.0;Vinore;Vinorelbine;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M07;33.0;14.0
10161;1.0;Vinore;Vinorelbine;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M07;23.0;8.0
10162;1.0;Vinore;Vinorelbine;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M07;16.0;6.0
10163;1.0;Vinore;Vinorelbine;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M07;8.0;15.0
10164;1.0;AZD454;AZD4547;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M08;108.0;33.0
10165;1.0;AZD454;AZD4547;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M08;170.0;65.0
10166;1.0;AZD454;AZD4547;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M08;154.0;59.0
10167;1.0;AZD454;AZD4547;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M08;58.0;24.0
10168;1.0;AZD454;AZD4547;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M08;58.0;23.0
10169;1.0;AZD454;AZD4547;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M08;69.0;27.0
10170;1.0;AZD454;AZD4547;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M08;60.0;19.5
10171;1.0;AZD454;AZD4547;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M08;93.0;38.5
10172;1.0;AZD454;AZD4547;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M08;60.0;21.0
10173;0.00833;AZD776;AZD7762;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M09;96.0;42.0
10174;0.00833;AZD776;AZD7762;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M09;95.0;26.5
10175;0.00833;AZD776;AZD7762;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M09;72.0;26.0
10176;0.00833;AZD776;AZD7762;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M09;92.0;33.0
10177;0.00833;AZD776;AZD7762;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M09;109.0;40.0
10178;0.00833;AZD776;AZD7762;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M09;40.0;16.0
10179;0.00833;AZD776;AZD7762;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M09;43.0;15.0
10180;0.00833;AZD776;AZD7762;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M09;50.0;28.0
10181;0.00833;AZD776;AZD7762;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M09;64.0;23.0
10182;0.00833;MK-220;MK-2206;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M10;179.0;59.5
10183;0.00833;MK-220;MK-2206;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M10;142.0;59.0
10184;0.00833;MK-220;MK-2206;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M10;102.0;44.5
10185;0.00833;MK-220;MK-2206;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M10;209.0;87.5
10186;0.00833;MK-220;MK-2206;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M10;186.0;75.0
10187;0.00833;MK-220;MK-2206;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M10;121.0;45.5
10188;0.00833;MK-220;MK-2206;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M10;58.0;26.5
10189;0.00833;MK-220;MK-2206;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M10;118.0;42.5
10190;0.00833;MK-220;MK-2206;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M10;83.0;39.5
10191;0.00833;AMG 23;AMG 232;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M11;185.0;71.0
10192;0.00833;AMG 23;AMG 232;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M11;160.0;59.0
10193;0.00833;AMG 23;AMG 232;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M11;116.0;44.5
10194;0.00833;AMG 23;AMG 232;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M11;160.0;49.0
10195;0.00833;AMG 23;AMG 232;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M11;243.0;85.0
10196;0.00833;AMG 23;AMG 232;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M11;163.0;76.0
10197;0.00833;AMG 23;AMG 232;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M11;110.0;41.0
10198;0.00833;AMG 23;AMG 232;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M11;90.0;41.0
10199;0.00833;SB2167;SB216763;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M12;137.0;61.0
10200;0.00833;SB2167;SB216763;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M12;141.0;42.5
10201;0.00833;SB2167;SB216763;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M12;154.0;46.5
10202;0.00833;SB2167;SB216763;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M12;223.0;67.0
10203;0.00833;SB2167;SB216763;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M12;123.0;39.5
10204;0.00833;SB2167;SB216763;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M12;216.0;94.5
10205;0.00833;SB2167;SB216763;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M12;136.0;54.0
10206;0.00833;SB2167;SB216763;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M12;141.0;56.5
10207;0.00833;SB2167;SB216763;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M12;119.0;45.0
10208;0.333;LGK974;LGK974;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M13;235.0;89.5
10209;0.333;LGK974;LGK974;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M13;167.0;56.0
10210;0.333;LGK974;LGK974;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M13;66.0;24.5
10211;0.333;LGK974;LGK974;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M13;211.0;57.0
10212;0.333;LGK974;LGK974;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M13;120.0;43.5
10213;0.333;LGK974;LGK974;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M13;134.0;53.0
10214;0.333;LGK974;LGK974;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M13;85.0;31.0
10215;0.333;LGK974;LGK974;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M13;86.0;39.0
10216;0.333;LGK974;LGK974;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M13;109.0;35.0
10217;1.0;Navito;Navitoclax!!;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M14;95.0;28.0
10218;1.0;Navito;Navitoclax!!;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M14;131.0;53.0
10219;1.0;Navito;Navitoclax!!;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M14;89.0;35.0
10220;1.0;Navito;Navitoclax!!;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M14;36.0;13.5
10221;1.0;Navito;Navitoclax!!;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M14;83.0;34.0
10222;1.0;Navito;Navitoclax!!;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M14;103.0;44.0
10223;1.0;Navito;Navitoclax!!;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M14;13.0;7.0
10224;1.0;Navito;Navitoclax!!;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M14;50.0;17.0
10225;1.0;Navito;Navitoclax!!;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M14;57.0;26.0
10226;0.1;[dmso];[dmso];1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M15;229.0;107.0
10227;0.1;[dmso];[dmso];2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M15;191.0;67.0
10228;0.1;[dmso];[dmso];3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M15;162.0;77.0
10229;0.1;[dmso];[dmso];4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M15;130.0;40.0
10230;0.1;[dmso];[dmso];5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M15;162.0;53.0
10231;0.1;[dmso];[dmso];6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M15;103.0;29.5
10232;0.1;[dmso];[dmso];7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M15;145.0;53.5
10233;0.1;[dmso];[dmso];8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M15;134.0;57.0
10234;0.1;[dmso];[dmso];9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M15;125.0;53.0
10235;0.1;ABT-73;ABT-737;1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M16;180.0;72.5
10236;0.1;ABT-73;ABT-737;2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M16;215.0;81.0
10237;0.1;ABT-73;ABT-737;3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M16;156.0;54.0
10238;0.1;ABT-73;ABT-737;4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M16;133.0;41.0
10239;0.1;ABT-73;ABT-737;5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M16;147.0;55.5
10240;0.1;ABT-73;ABT-737;6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M16;244.0;88.0
10241;0.1;ABT-73;ABT-737;7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M16;138.0;46.5
10242;0.1;ABT-73;ABT-737;8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M16;145.0;55.5
10243;0.1;ABT-73;ABT-737;9;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M16;158.0;55.5
10244;0.1;[dmso];[dmso];1;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M17;201.0;80.5
10245;0.1;[dmso];[dmso];2;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M17;200.0;79.0
10246;0.1;[dmso];[dmso];3;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M17;118.0;50.0
10247;0.1;[dmso];[dmso];4;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M17;125.0;72.0
10248;0.1;[dmso];[dmso];5;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M17;152.0;51.5
10249;0.1;[dmso];[dmso];6;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M17;87.0;27.0
10250;0.1;[dmso];[dmso];7;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M17;123.0;46.0
10251;0.1;[dmso];[dmso];8;colo44-v1-FA-P017368-CACO2-48h-P2-L2_M17;79.0;22.0
